title_factor,artist_name_factor,max_duration
Raindrops Keep Fallin' On My Head,Burt Bacharach,153.15546
Spraybeat (Eagle Mix),OP: L Bastards,153.10322
I Wish (LP Version),King Missile,153.0771
Time On My Hands,Esquivel,153.0771
One Night On The Street,Twisted Wheel,153.05098
Rome (Wasn't Built In A Day),Sam Cooke,152.89424
Vagrant,Keith Emerson,152.86812
Beautiful Dirt,Dir en grey,152.842
Drift Study (2005 Digital Remaster),Brian Eno,152.78975
Poppycock & Tommyrot,Al Duvall,152.76363
Dove Vai? (studio),L'Invasione degli Omini Verdi,152.68526
Cooking Breakfast for the One I Love,Fanny Brice,152.65914
Blow My Cool,The Soundtrack of Our Lives,152.63302
Death To The Last Romantic,Die! Die! Die!,152.58077
Ready...Set...No!!!,BOMB THE MUSIC INDUSTRY,152.55465
P l B z,Ris Paul Ric,152.47628
Lookin' Out My Back Door,Creedence Clearwater Revival,152.45016
Mean To Me (Album Version),Joanie Sommers,152.42404
My Heart Is Breaking Down,Caesars,152.2673
Sold [The Grundy County Auction Incident],John Michael Montgomery,152.18893
The Other Side,IQ,152.16281
Anywhere With You,Saves The Day,152.08444
The Ballad Of Little Star,Ian Hunter,152.08444
Alley Oop,The Bonzo Dog Band,152.0322
A Place For Girls Like You,Faron Young,151.97995
Hooked On A Feeling,Blue Swede,151.90159
KracK,Soulwax,151.90159
Duke Ellington,The Mountain Goats,151.90159
Clean Machine,The Presidents of the United States of America,151.87546
The Christmas Song,Marvin Gaye,151.84934
Waterloo,Stonewall Jackson,151.84934
Birth Defect,Helmet,151.77098
Hey! Jealous Lover (Album Version),Joanie Sommers,151.77098
Ela E Carioca,Antonio Carlos Jobim,151.77098
Tybble Skyline,Nikola Sarcevic,151.77098
Brave Boys Keep Their Promises,The Teardrop Explodes,151.69261
(And) Then He Kissed Me,Moe Tucker,151.66649
Fangs in My Mouth,Li'l Cap'n Travis,151.66649
Mazurka,Mink DeVille,151.64036
Song Of The Viking,Todd Rundgren,151.64036
You Lost The Sweetest Boy,Mary Wells,151.61424
Funky Westside Reprise,Tone-Loc,151.58812
Love Is A Losing Game,Amy Winehouse,151.58812
No No Song,Ringo Starr,151.45751
Hallelujah I Love Her So,Bert Jansch,151.40526
Forget About,Sibylle Baier,151.40526
True Drew,Diesel Boy,151.40526
Action!,Thee S.T.P.,151.40526
Special Love Song,Delbert McClinton,151.37914
Crow,Dan Bern,151.37914
Crying Steel Guitar Waltz,Kitty Wells,151.30077
Sehorns's Farm (LP Version),The Meters,151.30077
La La La La La,Stevie Wonder,151.30077
Down On Love,Sarah Blasko,151.24853
Cobwebs And Strange,The Who,151.2224
Happy Too (LP Version),Jay Ferguson,151.14404
Il Est Des Choses,Françoise Hardy,151.09179
Give Cunt a Chance,Shat,151.06567
Short Memories,Klingonz,150.88281
Almost Overlooked,John Foxx & Harold Budd,150.88281
Kaya,Bob Marley,150.85669
I'm Still In Love With You,Little Anthony and The Imperials,150.80444
Pack Up & Go,The Hentchmen,150.72608
So Little Time,Diana Dors,150.69995
Mail Order Woman,Champion Jack Dupree,150.67383
The Fabric Of Guilt,Shinjuku Thief,150.64771
You Don't Want Me Around,Reckless Kelly,150.64771
Shuffle The Deck,Retard-O-Bot,150.62159
Running Scared,Roy Orbison,150.59546
Don't Be That Way,Chick Webb,150.59546
Dreams?,Ultravox,150.59546
Astro Girls,Spiral Beach,150.59546
Silver Threads And Golden Needles,Billie Jo Spears,150.56934
Temper Tantrum Part 1,Alexandre Desplat & Aaron Zigman,150.54322
Llamada de unidad,Escuela de Odio,150.54322
Lights Out (Album Version),Millencolin,150.38649
Voo Doo Stew,Agression,150.38649
Baby I Need Your Loving,Delroy Wilson,150.36035999999999
Mohawk Town,The Vandals,150.33424
Tricky Tricky 2009,DJ Sequenza,150.33424
Natural Man,J. B. Lenoir,150.22975
First,To Rococo Rot And I-Sound,150.22975
Control,Thirteen Senses,150.20363
Crack Phase One,Baby Mammoth,150.15138
Monica,Fitness Forever,150.15138
I Saw The Apeman (On The Moon),The Lillingtons,150.09914
Why Jack Called,Christophe Beck,150.09914
Pulsaçáo,Francisco Mário,149.96853
Preaching To The Converted,Chris T-T,149.91628
Murder,Johnny Dowd,149.89016
Thirteen (Album Version),Balzac,149.89016
Oh Lonesome Me,Don Gibson,149.86404
Gidget (LP Version),James Darren,149.83791
Who Are You Now,Justin Hayward / John Lodge,149.81179
How Much I've Lied,Gram Parsons,149.75955
The Battle Of New Orleans,Johnny Horton,149.73342
Thrill Of The Hunt,Kind of Like Spitting,149.60281
I'm In The Mood For Ska,Lord Tanamo,149.60281
Heaven's Just A Sin Away,Kelly Willis,149.57669
Making Love (To the World),World Party,149.52444
Let's Get It Together,Toots & The Maytals,149.44608
Casualty,One Man Army,149.41995
Depths Of Nowhere,Honeyrider,149.41995
I Am Dreaming Part 1,Domased,149.28934
I Can't Face You Baby (Non Album Single Side Version),Archie Bell and The Drells,149.28934
Hummingbirds,A Hawk And A Hacksaw,149.26322
Give It Up,Haley Bonar,149.26322
Indebted,Autopilot Off,149.18485
Frecce avvelenate,Punkreas,149.15873
Sound Of Music,Maria Arredondo,149.10649
Mein Herz,Mediengruppe Telekommander,149.08036
The Prince,Madness,149.05424
I Love You But Don't Come Near Me,The Adicts,149.02812
La Lune Se Bat Avec Les Étoiles,Deep Forest,149.02812
Old Witch_ Old Witch,Burl Ives,149.02812
Goodbye Radio,I Dream / Matt Di Angelo,149.02812
Soul Concerto (Remastered Mono Version),The Watts 103rd. Street Rhythm Band,149.002
what a clever thing to say,Tap Tap,149.002
Black Breath,Entombed,149.002
The Cowboy's Dream,Rex Allen,148.97587
Merry Little Minuet,The Kingston Trio,148.89751
Heartaches,The Marcels,148.87138
War Lover,Dragons Of Zynth,148.87138
Hotsy Wa Wa Blues,Jim Noir,148.74077
Plymouth Town,Oscar Brand,148.68853
Dogs Come Out,24-7 Spyz,148.6624
Violentami (STUDIO),L'Invasione degli Omini Verdi,148.6624
Riot,Mad Caddies,148.61016
Girl I've Got A Date,Alton Ellis And The Flames,148.61016
Transparency,White Denim,148.55791
Sweetie Pie,Stan Getz,148.45342
Goin' To A Town,Flat Duo Jets,148.37506
La taberna,Javier Krahe,148.37506
In and Out of My Mind,Alien Sex Fiend,148.37506
Downtime,Chuck Prophet,148.21832
Yankee Dollars,Lord Invader,148.16608
Fish,King,148.13995
Scorpio,Fever,148.06159
MFC,Pearl Jam,148.06159
The Booty Pop Phantom Anthem,Seymour Bits feat. Vodzuka Sempai,148.06159
Triste,Povia,148.03546
Tear The Roof Off,Grandmaster Flash,148.00934
Strood Lites,The Buff Medways,147.9571
Bail You Out,Dave Edmunds,147.93098
Left Alone (Live at Leeds Town Hall),The Pigeon Detectives,147.93098
I Can't Tell A Waltz From A Tango,Alma Cogan,147.93098
Chinese Checkers,Booker T & The MG's,147.90485
Jeffrey Dahmer Blues,Macabre,147.82649
Backstrokin' (Album Version),Mr. Bungle,147.80036
I Do,Placebo,147.77424
Yesterday,The Supremes,147.74812
Sweet Lovin' Daddy (LP Version),Betty Wright,147.66975
TV,Eddie Murphy,147.66975
El Hombre Y El Gato,Paquita La Del Barrio,147.59138
Nightmares Are Essential,Fatso Jetson,147.53914
Sick Butchers,Flux of Pink Indians,147.53914
Es ist vorbei,Die Toten Hosen,147.53914
Now My Feet Won't Touch The Ground,Coldplay,147.48689
De Fiesta En Fiesta,Mercedes Sosa,147.46077
That Far Away Look,Lorez Alexandria,147.3824
Tu Sei Per Me,Neri Per Caso,147.35628
Counting Numbers,CDOASS,147.35628
You/Me,Bracket,147.19955
Chauffeur Blues,Jefferson Airplane,147.19955
Bloodstained Nevada,Soul Embraced,147.17342
Going To Mexico,Steve Miller Band,147.01669
Moyibi,Pepe Kalle,146.99057
The Very Reason That I Live,Bart/Homer/Sideshow Bob,146.93832
I Forgot More (Than You'll Ever Know About Him),Jeanne Pruett,146.9122
She Screamed,Ultra Vivid Scene,146.85995
You Want More,Raw Power,146.80771
Motion Passings,Hall Of Fame,146.78159
Don't Make Promises,Tim Hardin,146.72934
Holier,Corrosion Of Conformity,146.70322
What Is Firmly Grasped Cannot Slip Away,David Darling,146.70322
If You Want Me To Stay,Eleanor McEvoy,146.65098
Buried Alive In The Blues,Janis Joplin,146.59873
Plastic,Shel Silverstein,146.59873
O Holy Night,John Tesh,146.57261
Pop Corn,Gershon Kingsley,146.57261
Album Intro,Nas,146.57261
Firefly Finale,Zomby,146.52036
The Baddest Ship,The High Strung,146.52036
Paint it black,The Quakes,146.49424
Green Green Grass Of Home,Porter Wagoner,146.49424
Golden Retriever,Super Furry Animals,146.442
It's Not Too Late,Mr. John,146.41587
It Was A Very Good Year,Chad & Jeremy,146.38975
Sunday,Bobby Hackett_ Jack Teagarden,146.38975
Wareligion,Support Lesbiens,146.38975
Not A Good Boy,David Sandström Överdrive,146.38975
My Heart Skips A Beat,Buck Owens,146.33751
When Will The Good Apples Fall,The Seekers,146.28526
Roger Cageot,Mano Negra,146.28526
The Gun Pointed At The Head Of The Universe,Martin O'Donnell And Michael Salvatori,146.23302
Mountain Greenery,Mel Torme,146.18077
Disappearing Ink,Heatmiser,146.12853
6V6 LA (LP Version),The Meters,146.1024
Never Compete With Small Girls,Kinski,146.05016
I Waited Til Morning and Everything Was Fine,Tstewart,145.99791
Elizabeth Montgomery's Face,The Embarrassment,145.97179
Modesty (Theme From Modesty Blaise),Cal Tjader / Eddie Palmieri,145.97179
I'm Not A Kid Anymore,Sloan,145.94567
Head Under Water,Satanic Surfers,145.94567
Too Mixed Up,NOFX,145.94567
Thief In The Night  (LP Version),Percy Sledge,145.81506
Honeybear,Yeah Yeah Yeahs,145.71057
La Taverne Des Morutiers,Hugues Aufray,145.65832
Chic 'N' Stu,System of a Down,145.6322
Howwhywuz_ Howwhyam,The Mighty Mighty Bosstones,145.55383
Or Am I Dreaming?,Strawbs,145.50159
When The Serpents Approach,Elf Power,145.50159
There Won't Be Anymore,Charlie Rich,145.50159
Don't Put It Down,Galt MacDermot;Tom Pierson,145.50159
De Ganzenkoning Wul Met,Daniël Lohues,145.50159
I'd Like To Teach The World To Sing (In Perfect Harmony) (LP Version),The New Seekers,145.47546
Varjoon - suojaan,Fredi,145.47546
I'm A Rolling Stone,The Sonics,145.34485
Hello Walls,Faron Young,145.26649
Aspenglow,John Denver,145.26649
Blåe Øya,Kråkesølv,145.24036
Strolling Beale No. 1,Rufus Thomas,145.162
Ditch That Zero,Coughs,145.13587
Family Affair 94,Big Mello,145.08363
Lonely Weekends,Shelby Lynne,145.05751
Ghetto Song,Jon Lucien,145.03138
Love Fell On Me,Marvin Gaye / Kim Weston,144.87465
Legacy Of Brutality,Terrorizer,144.79628
Your Wish Is My Command,Kill Your Idols,144.74404
2 Minutes Of Soul,Rob Swift,144.74404
Have Mercy Baby,Dominoes,144.74404
Splish Splash,Charlie Drake,144.71791
Little Bitty Pretty One,Thurston Harris,144.66567
Building Up And Tearing England Down,Mr. Irish Bastard,144.61342
Wait Til My Bobby Gets Home,Darlene Love,144.61342
Voltage Of Dust ('02),Kankick,144.5873
Who Built This Station In The Midwest,The Blue Aeroplanes,144.53506
Legacy Of War,Scott Glasgow,144.45669
One Way,Larry Norman,144.40444
Fear Held Dear,Mushroomhead,144.32608
Theme Of Foxy Brown,Willie Hutch,144.29995
Diggin' That Girl,Mark Bacino,144.29995
unsuspecting,Dust of Basement,144.24771
Walk Right Back,Perry Como,144.22159
Day In The City,The Lucksmiths,144.19546
Glass Bone Crash,Aura,144.19546
What Are You Waiting For?,Hunters & Collectors,144.14322
The Realness Continuum,Sole,144.1171
Silence As Christine,Current 93,144.1171
Cuz You Do,Liam Lynch,144.03873
Celebrate Your Mother,The Eighties Matchbox B-Line Disaster,144.01261
One Dime Was All I Had,Skip James,144.01261
Razorblade,The Makers,143.96036
Green_ Green Grass Of Home,Floyd Cramer,143.882
Sorry For July,Slowride,143.85587
I Wanna Make Love To You,Jimmy McCracklin,143.82975
Real Friends (Album Version),The Mint Chicks,143.82975
Etc.,The Muckruckers,143.77751
En härlig känsla i magen,Ohlson har semester production,143.77751
Tender Throes,Magic Bullets,143.72526
It Isn't Nice,Malvina Reynolds,143.62077
Digital Flora,Zomby,143.59465
Warlords,Dropkick Murphys,143.59465
Fake Bjork Song,Liam Lynch,143.56853
Pathos Auf's Brot,Pascow,143.56853
Singing The Blues (LP Version),Black Oak Arkansas,143.51628
Modesty,Smoke Or Fire,143.46404
Time (Live Version),Zebra,143.46404
Istanbul (Not Constantinople),The Four Lads,143.41179
Nothing New,On Broken Wings,143.3073
Uncloudy Day,John Fahey,143.25506
Catman,Jeff Beck & The Big Town Playboys,143.25506
Tell The Truth,Ike & Tina Turner,143.17669
La Cama De Piedra,Pedro Infante,143.09832
YOUR Mexican Restaurant,Young Fresh Fellows,143.09832
Up Above My Head,Jake Hess,143.09832
Beautiful Monster,The Comsat Angels,143.0722
Tremolo From The Crypt,Messer Chups,142.99383
Police Blow My Wad,Afroman,142.96771
Hard To Handle,The Commitments,142.96771
Don't Get Blood On My Prada Shoes (Live),The Number Twelve Looks Like You,142.94159
Fucken Awesome,Spiderbait,142.88934
Skin The Mofo,Marmaduke Duke,142.86322
Motorcrash,The Sugarcubes,142.65424
Morning Light,Ida Maria,142.47138
I Wanna Hump You,Chixdiggit!,142.47138
I Can't Wait,The Sundays,142.44526
Heartbreaking Music,Lagwagon,142.44526
Acension Final Chord Rising,Terry Riley,142.41914
Don't Just Stand There,Carl Smith,142.31465
Hello Josephine,The Applejacks,142.28853
Angyal,Pál Utcai Fiúk,142.28853
The Thing,Phil Harris,142.18404
Hanging On The Telephone,Blondie,142.15791
Iced Cooly,Boards of Canada,142.10567
Hey! Baby,Bruce Channel,142.07955
Si Tu Dois Partir,Fairport Convention,142.05342
at the mall,David Torn,142.0273
The Day Bartender,Al Duvall,142.00118
Whole Lotta B.S,Lunachicks,141.97506
Personne N'A Le Prénom De Ma Femme,La Rue Kétanou,141.94893
Dear Lady Twist,Gary U.S. Bonds,141.94893
La voz que me persigue,Decima Victima,141.92281
Santa's Gonna Come On A Surfboard,Adam Brand,141.84444
Preacher And The Bear,Big Bopper,141.68771
As Quiet as It's Kept,The Coasters,141.68771
Popstars,Chaotic Dischord,141.60934
Foxy Devil,Little Junior Parker,141.58322
My Infatuation,James Chance & the Contortions,141.5571
Torcido,Escuela de Odio,141.50485
Hold On! I'm Comin' (LP Version),Mongo Santamaria,141.45261
"Manha De Carnaval (Theme from ""Black Orpheus"")",Carly Simon,141.45261
Enough,Link 80,141.34812
Come Spy With Me,Hugo Montenegro & His Orchestra,141.34812
Down In The Churchyard,The Flying Burrito Brothers,141.03465
Newz Reel (LP Version),BeauSoleil,140.9824
Hell Bop,13 Cats,140.90404
Sleuthing,Danny Elfman,140.87791000000001
Good Good Things,Descendents,140.87791000000001
Proposal Scene,Franz Waxman_ Joel McNeely_ Royal Scottish National Orchestra,140.85179
Jueves,Cuentos Borgeanos,140.79955
Bush Is Brezhnev,Report Suspicious Activity,140.7473
Two Men Enter_ One Man Leaves,Most Precious Blood,140.7473
Hypergeek,The Devin Townsend Band,140.7473
Shut Them Out,The Phantom Limbs,140.56444
Fuck (He)art & Let's Dance,Marco Parente,140.56444
You Wanner,Gods of Blitz,140.53832
My Weapon (2001 Digital Remaster),XTC,140.5122
Grim Reaper Of Love,The Turtles,140.48608
Lonesome Katy Blues,Kenny Brown,140.43383
Mech-Cannibal,Municipal Waste,140.2771
Unexpected Meeting,Steve Jablonski,140.2771
Green Shirt,Elvis Costello & The Attractions,140.25098
Axe to grind,Long Tall Texans,140.12036
A Rose Of Red (1996 Digital Remaster),Slim Dusty,140.042
Das Lößnitztallied,Die Arbeitslosen Bauarbeiter,139.88526
You're Nearer,Tony Bennett / Bill Evans,139.85914
How Sweet It Is To Be In Love,Johnny Hartman,139.83302
What She Doesnt Know,Nina Nastasia,139.78077
Don't Look Back,Grandpa Jones,139.78077
Gotta Find Somebody To Love,The Andrews Sisters,139.78077
Georgy Girl,The Seekers,139.78077
Ticket to nowhere,Kenny Rogers,139.78077
Breakin' the wave!,Doctor Explosion,139.7024
Ride The Wild Surf,Jan & Dean,139.59791
Sum It Up,Slut,139.54567
Blue Lights,Deportivo,139.49342
Solitary Hiro (Album),Six Finger Satellite,139.4673
Hardcore (the definition),Agnostic Front,139.41506
Old Panda Days (w/ Nick Krgovich),Casiotone For The Painfully Alone,139.41506
Bridal Chorus,Richard Wagner / Otto Sieben,139.36281
Soft Winds,Charlie Christian,139.33669
The Party Song,Blink-182,139.17995
Hound Dog,Status Quo,139.15383
Betrunken im Dienst,Die Toten Hosen,139.07546
Apollo-Gize,Digitalism,138.94485
I'm Leaving It Up To You,Dale & Grace,138.91873
Bring Your Love To Me,Righteous Brothers,138.89261
Last Goodbye,The Young Lovers,138.86649
Expatriot,Loudon Wainwright III,138.86649
Stabbing Westward,Wesley Willis,138.84036
Cherry Bomb,The Runaways,138.68363
North Marine Drive,Ben Watt,138.65751
Myself,The Ataris,138.65751
Solta O Frango,Bonde Do Rolé,138.63138
Music For Dialogues,Elliot Goldenthal,138.52689
Till,The Vogues,138.50077
Keep Young And Beautiful,Annie Lennox,138.47465
Put Out,Les Sexareenos,138.4224
Almas Perdidas,Decima Victima,138.39628
D.E.A.D.,Coldworker,138.37016
Music_ Music_ Music,Mickey Katz,138.37016
Something Keeps Calling Me Back,Wayne Fontana,138.37016
Rock 'n' Roll Conformity,Deviated Instinct,138.31791
And Gather,Volcano Choir,138.31791
The Little Ships,Jean Jacques Perrey,138.29179
Basie Boogie,Count Basie,138.21342
Arnold Is a Simple Man,Bill Fay,138.13506
Roméo Et Yvette,Vulgaires Machins,138.08281
Oversleeping,I'm From Barcelona,138.05669
The Last Days Of August,Airliner,138.05669
I Started A Blog Nobody Read,Sprites,138.03057
I Am (Everything),Ninety Pound Wuss,137.97832
Less Problem,Sound Dimension,137.97832
Don't Be Cruel,Bill Black's Combo,137.82159
Am I The One,The King Khan & BBQ Show,137.76934
E' ora di finirla,Punkreas,137.69098
The Wonder of You,Duke Ellington_ His Famous Orchestra,137.63873
I Knew I'd Want You,Gene Clark,137.58649
Bubble Shield (demo no.1),Air Miami,137.58649
Denis,Blondie,137.482
The 'Eye,Squarepusher,137.40363
The End (Interlude),David Banner,137.40363
Hey Little One,Dorsey Burnette,137.37751
4:37AM (Arabs With Knives And West German Skies),Roger Waters,137.37751
Don't Stand So Close To Me,Sting,137.37751
Where's Captain Kirk?,Spizzenergi,137.35138
Sensibilidade Da Bossa,Novos Baianos,137.27302
Burn Em Down,Vitamin X,137.16853
Festival Thyme,And You Will Know Us By The Trail Of Dead,137.1424
One Day Week,The International Submarine Band,137.11628
The Surprise Remedy,Sickboy,137.09016
All For Someone,The Monitors,137.03791
The Capture Of The Beast,Aphrodite's Child,137.03791
Catch The Wind,Damien Leith,137.03791
Calling Her Name,The Clutters,137.01179
We Believe In Science (LP Version),Valient Thorr,137.01179
Lalo,Appliance,136.98567
Do You Remember Walter,The Kinks,136.93342
Nothing Can Stop Us,The Business,136.88118
Countryside  (LP Version),Chris Stills,136.82893
Extra Guys Screaming,Usurp Synapse,136.82893
Holló Utca 5,Venetian Snares,136.80281
Latest Flame (Album Version),The Misfits,136.6722
Have I the Right,Dead Kennedys,136.59383
The Easy Way Out,Midtown,136.56771
Nattønske,Postgirobygget,136.54159
Round And Round,The Germs,136.51546
Agony,Two Witches,136.38485
Little Dutch Girl,George Morgan,136.38485
Moonshine,Martin Simpson,136.33261
Rich Man's Girl,The Takeovers,136.25424
Get Up and Go,Thee Hydrogen Terrors,136.25424
The Same Street,Roy Orbison,136.22812
The Prizefighter,Slo Burn,136.202
Belsen was a gas,Sid Vicious_ the Idols,136.14975
Hard Hearted Old Farmer (1999 Digital Remaster) (Feat. Al Cohn & Zoot Sims),Jack Kerouac Featuring Al Cohn & Zoot Sims,136.07138
Today I Started Loving You Again,Floyd Cramer,136.01914
Outro,K.I.Z.,91.76771
Outro,Kris Kross,40.9073
Outro,Suprême NTM,135.91465
Ring A-Around-A-Rosy Rag (LP Version),Arlo Guthrie,135.91465
The Kiss To Die For The Kiss Of Death,The Big Screen,135.8624
L'Herbe Tendre,Michel Colombier,135.52281
H4Y,Sunshine Blind,135.44444
A State Without a Springfield,So Many Dynamos,135.41832
Broken Heart,Spiritualized,135.3922
Stuck With Me (Album Version),Green Day,135.3922
Harlot Blues,Dragons Of Zynth,135.28771
Daggers of Justice,Barracudas,135.26159
One Fine Day,THE CHIFFONS,135.26159
Guantánamo,Lendakaris Muertos,135.26159
Time (To Get It Together),Marvin Gaye,135.20934
Honey baby your papa cares for you,Elizabeth Cotten,135.20934
Silent Night Reprise,Peter Kater,135.1571
Posando de Star,Barão Vermelho,135.00036
We Are In Love,Adam Faith,134.97424
Cardinal Sin,Robert Rodriguez_ Graeme Revell,134.97424
Raised In Hell,Zombina And The Skeletones,134.94812
O Castelo dos 1000 Feitiços,Mundo Complexo,134.922
Metre,Clatterbox,134.86975
The Game,Rachel Portman,134.5824
You Better Not Do That,Dion & The Belmonts,134.5824
Barefoot Baby,Janis Martin,134.53016
Hans Hart,Abstürzende Brieftauben,134.42567
If Lovin' Is Believing,"Billy ""The Kid"" Emerson",134.32118
Spanish Lace Blues,Rising Sons,134.29506
Colores Sin Nombre,Savath & Savalas,134.16444
Pigmeat,Arlo Guthrie,134.05995
Cuando Vivas Conmigo,José Alfredo Jimenez,134.00771
When I'm Gone,Barbara McNair,133.92934
Should We Tell Him,The Everly Brothers,133.74649
One Two,Femi Kuti,133.61587
Frisco Flo,Tiny Tim,133.58975
All That I Am,Marie Lindberg,133.53751
Lengter Hjem (1999 Digital Remaster),Jahn Teigen,133.45914
Auditions,Christophe Beck,133.32853
Waving My Arms In The Air (Take 1),Syd Barrett,133.3024
Mickey Mouse March (Bonus Track),Aaron Neville,133.14567
Marta Tiene Un Marcapasos,Hombres G,133.14567
Good Rockin' Tonight,Elvis Presley,133.0673
Imawa mori nona kani,The Konki Duet,133.04118
Los Chicos Con Las Chicas,Los Bravos,132.93669
Baby _ Baby ( I Know You're A Lady),David Houston,132.93669
Face For Radio,The Copyrights,132.88444
Ride Down The Slope,Standstill,132.8322
Mojo Queen,Ike And Tina Turner,132.8322
The Ancients,Nobuo Uematsu,132.80608
Love At First Feel,Mark Kozelek,132.77995
I Like My Toys,The Idle Race,132.5971
Jazz Guy,The Presidents of the United States of America,132.5971
Let's Jump,The Maytals,132.57098
Never Too Much Love,The Impressions,132.57098
Karen,Edward Shearmur,132.54485
WHATEVER IT TAKES,Make It Count,132.46649
N.B.C. (No Blood-Thirsty Corporations),Anti-Flag,132.46649
Tester,Pennywise,132.38812
Shits Creek,Crumbsuckers,132.28363
Mujeriego,Aventura,132.25751
Limbo Rock,Herb Alpert And The Tijuana Brass,132.20526
But I Ain't Got You,The Remains,132.12689
I'm Gonna Lock My Heart,Billie Holiday,132.12689
O Come All Ye Faithful,The Jordanaires & Orion,132.07465
Sidewalk (Live),Avail,132.07465
Girl,Paul Carrack,132.07465
Pop,Molice,132.07465
Melody Of Love,Billy Vaughn,131.99628
William_ It Was Really Nothing,The Smiths,131.97016
You Can't Take Away the Lord (Demo - Bonus Track),Larry Norman,131.89179
No Station,65daysofstatic,131.81342
Ich burn dich phatt mit Schlimmfraß,ÄI-TIEM,131.7873
It's in His Kiss,Betty Everett,131.7873
Heimfard,bathory,131.76118
Soul Finger,The Bar-Kays,131.60444
Susie Q,Dale Hawkins,131.5522
I Think We're Alone Now,Tommy James And The Shondells,131.52608
Double Super Buzz,Nine Pound Hammer,131.44771
You Don't Want Me No More,Major Lance,131.44771
Ask The DJ,Mr Hudson & The Library,131.34322
Into 777,Ammoncontact featuring Sach,131.34322
Harlequin,Bernward Koch,131.3171
Gypsy Girl,Wet Wet Wet,131.26485
Rip It Up,Adolescents,131.16036
A Second Grade Art Project,Jeromes Dream,131.082
Don't Push Me Too Far,Skeets McDonald,131.082
The World Is Waiting For The Sunrise,Stan Freberg,131.02975
Vol Del Bld,S.Y.P.H.,130.82077
Bent Scepter,The Kingsmen,130.82077
Hey DJ (LP Version),Quad City DJ's,130.79465
Kimiyaa E Moraad,Gaudi,130.7424
Wednesday's Child,John Barry,130.71628
Explosion,Dilute,130.53342
Showed My Soul To You,The Joe Richardson Express,130.53342
Potshot Heard 'Round The World,Dead Kennedys,130.45506
Ten Seconds to Midnight,The Divine Comedy,130.45506
La La,The Polyphonic Spree,130.11546
Bee In My Bonnet,10cc,130.08934
Lev Som Du Lar,Filthy Christians,130.0371
I'm Talking About You,The Remains,130.01098
Seventeen,Boyd Bennett & His Rockets,130.01098
El Regreso,Nach,129.98485
Rudolph The Red Nosed Reindeer,The Dixie Cups,129.93261
On Our Honeymoon,The Wake,129.88036
Cahi en la trampa,Manu Chao,129.82812
Knife Going In (Album Version),Tegan And Sara,129.67138
Eyes Of The World,Only Crime,129.56689
Beaconary Words ...,The Sunshine Fix,129.54077
Lovers,The Runaways,129.38404
Church Bells May Ring,The Cadets,129.35791
She Is Science Fiction (Album),Pissed Jeans,129.20118
Wild Weekend Cha Cha,Rockin' Rebels,129.14893
Out of Control,Yo La Tengo,129.04444
Earthquake,Lets Get Out Of This Terrible Sandwich Shop,129.04444
F.U.,Esham,129.04444
Invitation To Your Damnation,The Electric Hellfire Club,128.96608
Go Satan Go,Batmobile,128.93995
Incephalopod,Necronomitron,128.522
Four Kicks,Kings Of Leon,128.49587
I Can Destroy All Your Love,Thee Headcoats,128.44363
Chamunda,Ektomorf,128.31302
Brand New Cadillac,The Clash,128.23465
Whiskey Dick,Daycare Swindlers,128.15628
The Undertaker,The Loafers,128.02567
Feeling U_ Feeling Me (Interlude),Alicia Keys,127.89506
Monkey Time,Archie Bell and The Drells,127.86893
Mexico,Jefferson Airplane,127.79057
A Teenage Prayer,Rachel Sweet,127.76444
$,BigElf,127.76444
Little Girl Lies (2001 Digital Remaster),Blondie,127.73832
That's The Way It's Meant To Be,The Features,127.7122
Rosemary's Baby,Musetta,127.68608
Christmas Won't Be The Same This Year,Jackson 5,127.63383
Nervous Breakdown,Rise Against,127.63383
Goin' Steady,Faron Young,127.58159
Mr Mystery,Fabienne Delsol,127.4771
Laughing Tonight,Jona Lewie,127.45098
Madalena,Benito Di Paula,127.39873
Just A Memory,Alternative TV,127.39873
No,Dazzling Killmen,127.39873
Lake District,Beans On Toast,127.26812
Lemonade,Basil Poledouris,127.26812
From The Mountains To The Prairies (Textual Remix),From Monument To Masses,127.21587
I'm Walkin',Hi-Standard,127.13751
Pool & Dive,The Replacements,127.00689
Nashville West,The Byrds,126.92853
Monsters of Man,Living Things,126.82404
The Sky Turns Red,Delirious,126.79791
Stamped Ideas (LP Version),Iron Butterfly,126.79791
Kingdoms of Korea,Circus Devils,126.74567
Sidewalk Surfin',Jan & Dean,126.74567
Shake It Off,Scienz of Life,126.69342
Singing Bamboos,Martin Denny,126.64118
Do You Miss Me,Rookie Of The Year,126.64118
Poison Pit,themselves,126.56281
Japanese Couple In Reverse,All About Chad,126.56281
DYKBCH,Floor,126.53669
Long Time Comin',Wayne Fontana / The Mindbenders,126.53669
Saddle Mountain,Le Loup,126.45832
Jet Pilot,System of a Down,126.40608
The Distance Between You And Me (Acoustic LP Version),Dwight Yoakam,126.40608
Makin' Whoopee,Julie London,126.32771
Closing credits,Zbigniew Preisner,126.32771
Till There Was You,Anita Bryant,126.32771
Wrigley Scott,Future Of The Left,126.1971
Police Car,Regulations,126.17098
Take Your Love And Shove It,Joe Pesci,126.17098
Transmission (feat. emcee Vill),Heavyweight Dub Champion,126.01424
Blood Trail,Path Of Resistance,125.90975
Me And You,Allen Toussaint,125.80526
